Time,Accumulated All,Accumulated Acceptable,Accumulated Unacceptable
16,1,1,0
18,2,2,0
19,3,3,0
20,5,5,0
27,5,5,0
29,6,6,0
33,7,7,0
36,8,8,0
37,9,9,0
55,9,9,0
68,10,10,0
226,11,11,0
283,11,11,0
313,12,12,0
386,12,12,0
399,12,12,0
439,12,12,0
484,14,13,1
526,16,15,1
624,16,15,1
704,18,16,2
745,19,17,2
754,19,17,2
816,19,17,2
838,21,19,2
877,21,19,2
932,24,21,3
1040,24,21,3
1306,26,23,3
1347,26,23,3
1447,26,23,3
1511,27,24,3
1575,29,25,4
1637,31,26,5
1690,32,26,6
1805,33,27,6
1872,34,28,6
1875,35,29,6
1906,35,29,6
1909,39,31,8
1912,39,31,8
1916,42,32,10
2023,43,33,10
2046,45,35,10
2064,45,35,10
2085,47,35,12
2137,48,35,13
2142,48,35,13
2277,50,37,13
2298,51,37,14
2299,52,38,14
2305,52,38,14
2336,52,38,14
2360,52,38,14
2678,53,39,14
2733,54,40,14
2934,55,40,15
3129,55,40,15
3246,55,40,15
3327,55,40,15
3447,56,40,16
3479,57,41,16
3535,59,41,18
3608,60,41,19
3639,61,42,19
3698,63,43,20
3829,63,43,20
3854,63,43,20
3942,64,43,21
4006,64,43,21
4093,64,43,21
4169,65,44,21
4524,65,44,21
4572,65,44,21
4611,65,44,21
4624,67,46,21
4819,67,46,21
4850,68,47,21
4948,68,47,21
5014,68,47,21
5031,68,47,21
5082,72,48,24
5115,73,48,25
5128,74,49,25
5172,76,51,25
5216,76,51,25
5288,77,52,25
5417,77,52,25
5581,77,52,25
5710,79,52,27
5820,81,53,28
5853,83,53,30
5868,83,53,30
5976,84,54,30
6059,85,55,30
6097,86,56,30
6202,89,58,31
6403,89,58,31
6448,90,58,32
6493,92,60,32
6608,94,62,32
6694,94,62,32
6695,95,63,32
6807,95,63,32
7077,96,64,32
7125,96,64,32
7164,97,65,32
7192,97,65,32
7220,97,65,32
7249,98,65,33
7569,98,65,33
7615,98,65,33
7649,99,66,33
7657,99,66,33
7676,100,66,34
7711,101,67,34
7814,101,67,34
7903,101,67,34
7954,103,69,34
8013,103,69,34
8115,103,69,34
8159,104,70,34
8229,106,71,35
8276,109,72,37
8360,110,73,37
8384,110,73,37
8438,110,73,37
8477,110,73,37
8491,111,73,38
8713,113,73,40
8787,113,73,40
8791,113,73,40
9019,113,73,40
9046,118,75,43
9074,120,76,44
9078,120,76,44
9117,120,76,44
9159,120,76,44
9206,121,77,44
9253,122,77,45
9259,125,77,48
9270,126,78,48
9309,127,78,49
9317,128,78,50
9388,130,80,50
9428,131,80,51
9447,132,80,52
9472,133,80,53
9664,133,80,53
9693,135,80,55
9716,136,80,56
9720,136,80,56
9735,136,80,56
9768,138,81,57
9855,139,81,58
9871,139,81,58
9903,140,82,58
9918,140,82,58
9947,140,82,58
9959,140,82,58
9990,141,83,58
10004,141,83,58
10199,141,83,58
10259,143,83,60
10372,144,83,61
10378,144,83,61
10407,145,84,61
10598,147,84,63
10616,150,87,63
10817,152,88,64
10952,152,88,64
11000,152,88,64
11005,153,89,64
11049,153,89,64
11101,153,89,64
11174,155,89,66
11221,155,89,66
11233,155,89,66
11463,156,90,66
11515,158,91,67
11568,159,91,68
11628,160,91,69
11820,163,91,72
11933,165,92,73
11974,166,93,73
12001,168,93,75
12108,169,93,76
12125,169,93,76
12166,171,93,78
12217,173,93,80
12281,173,93,80
12325,173,93,80
12407,174,93,81
12417,175,94,81
12550,176,94,82
12562,179,97,82
12584,179,97,82
12601,179,97,82
12766,179,97,82
12801,180,97,83
12816,181,98,83
12944,181,98,83
12967,182,98,84
13010,187,100,87
13042,188,100,88
13057,188,100,88
13179,190,100,90
13254,190,100,90
13299,191,101,90
13467,191,101,90
13533,191,101,90
13547,192,102,90
13566,193,102,91
13599,193,102,91
13633,194,102,92
13679,194,102,92
13693,195,102,93
13914,195,102,93
13948,195,102,93
14067,197,103,94
14105,199,104,95
14161,201,104,97
14173,201,104,97
14246,202,105,97
14266,203,106,97
14313,204,106,98
14487,204,106,98
14498,204,106,98
14582,206,107,99
14903,207,107,100
14909,209,107,102
14938,209,107,102
14991,209,107,102
15031,211,109,102
15092,212,109,103
15144,213,110,103
15186,216,112,104
15230,217,112,105
15273,217,112,105
15316,220,113,107
15321,221,114,107
15542,221,114,107
15616,221,114,107
15916,221,114,107
15937,221,114,107
15945,223,114,109
16022,224,115,109
16045,225,115,110
16097,225,115,110
16145,225,115,110
16151,228,116,112
16152,233,120,113
16281,233,120,113
16731,234,120,114
16744,235,121,114
16895,236,121,115
16967,237,121,116
17097,237,121,116
17318,240,123,117
17412,240,123,117
17510,241,123,118
17533,243,123,120
17683,243,123,120
17752,244,124,120
17998,246,126,120
18269,246,126,120
18295,246,126,120
18405,246,126,120
18454,248,128,120
18702,249,128,121
18852,252,130,122
18875,252,130,122
18935,254,131,123
18995,256,131,125
19139,257,131,126
19165,257,131,126
19225,259,132,127
19384,260,132,128
19468,261,132,129
19605,263,134,129
19638,265,135,130
19866,267,135,132
19905,268,136,132
19990,270,136,134
20063,272,136,136
20079,273,136,137
20120,274,137,137
20185,276,137,139
20283,277,138,139
20302,277,138,139
20524,279,138,141
20534,279,138,141
20597,279,138,141
20647,280,138,142
20706,281,139,142
20751,283,140,143
20879,283,140,143
20882,283,140,143
20956,285,141,144
21010,285,141,144
21127,286,142,144
21288,288,143,145
21289,290,143,147
21361,291,144,147
21524,292,145,147
21581,293,145,148
21638,293,145,148
21696,294,146,148
21726,294,146,148
21914,294,146,148
22171,296,147,149
22235,297,147,150
22293,299,147,152
22294,300,148,152
22344,300,148,152
22648,300,148,152
22678,300,148,152
22680,302,148,154
22853,303,148,155
22917,304,149,155
23088,307,150,157
23132,307,150,157
23245,307,150,157
23266,308,150,158
23593,309,150,159
23684,312,150,162
23805,315,151,164
23844,316,151,165
23848,316,151,165
23896,316,151,165
24014,321,152,169
24028,324,153,171
24247,324,153,171
24302,324,153,171
24354,325,154,171
24403,325,154,171
24795,326,154,172
24797,326,154,172
24836,328,155,173
24888,329,156,173
24938,331,157,174
25113,333,159,174
25165,333,159,174
25180,333,159,174
25209,333,159,174
25337,335,159,176
25382,335,159,176
25503,336,159,177
25613,338,160,178
25659,338,160,178
25740,340,161,179
25881,342,163,179
25924,342,163,179
26285,342,163,179
26416,343,164,179
26509,344,165,179
26689,344,165,179
26695,346,165,181
26737,346,165,181
26784,347,165,182
26870,347,165,182
26969,347,165,182
26994,348,165,183
27036,348,165,183
27094,348,165,183
27196,349,165,184
27241,352,167,185
27363,353,168,185
27467,354,168,186
27509,355,169,186
27580,355,169,186
27597,355,169,186
27643,357,170,187
27736,360,170,190
27817,364,170,194
27886,365,170,195
28128,365,170,195
28144,365,170,195
28159,365,170,195
28192,367,171,196
28446,367,171,196
28463,367,171,196
28587,369,171,198
28599,371,171,200
28756,371,171,200
28815,373,172,201
28830,374,172,202
28876,374,172,202
28890,375,173,202
28944,375,173,202
29087,376,173,203
29202,376,173,203
29308,376,173,203
29395,376,173,203
29423,377,173,204
29619,378,173,205
29710,379,173,206
29832,380,173,207
29833,380,173,207
29884,381,173,208
30079,385,176,209
30297,386,176,210
30338,388,176,212
30415,388,176,212
30473,390,176,214
30490,390,176,214
30523,390,176,214
30582,393,176,217
30758,394,176,218
30873,394,176,218
31067,395,176,219
31217,395,176,219
31357,396,176,220
31456,398,177,221
31470,398,177,221
31481,401,178,223
31622,404,181,223
31712,404,181,223
31781,404,181,223
31826,405,182,223
32114,407,182,225
32485,407,182,225
32513,408,182,226
32694,409,183,226
32733,409,183,226
32754,409,183,226
32759,410,183,227
32957,410,183,227
32987,410,183,227
33096,411,183,228
33216,412,184,228
33313,414,184,230
33336,416,185,231
33443,416,185,231
33497,417,185,232
33546,417,185,232
33611,419,186,233
33663,419,186,233
33782,419,186,233
33836,420,187,233
33892,420,187,233
33922,422,187,235
34040,422,187,235
34093,423,188,235
34138,425,190,235
34158,426,191,235
34189,428,192,236
34209,428,192,236
34304,428,192,236
34335,428,192,236
34422,429,192,237
34436,429,192,237
34536,430,192,238
34585,430,192,238
34600,430,192,238
34628,430,192,238
34633,434,195,239
34683,434,195,239
34764,435,196,239
34802,436,196,240
34912,437,197,240
34961,437,197,240
34981,438,198,240
35191,438,198,240
35245,438,198,240
35284,439,198,241
35373,439,198,241
35402,442,199,243
35541,446,199,247
35589,447,199,248
35774,448,199,249
35837,449,199,250
35891,452,202,250
35893,453,203,250
35944,453,203,250
35992,454,204,250
35996,455,205,250
36016,456,206,250
36047,456,206,250
36101,456,206,250
36159,458,208,250
36215,459,209,250
36448,460,210,250
36475,462,211,251
36483,464,212,252
36597,465,212,253
36683,467,214,253
36723,467,214,253
36800,467,214,253
36869,468,214,254
36892,469,214,255
36918,470,215,255
36997,471,215,256
37065,472,215,257
37303,473,215,258
37331,474,216,258
37410,474,216,258
37458,475,217,258
37481,477,217,260
37505,477,217,260
37555,477,217,260
37605,479,218,261
37714,482,218,264
37726,484,218,266
37740,485,219,266
37828,487,220,267
37958,488,220,268
38130,489,220,269
38182,489,220,269
38192,491,221,270
38237,493,221,272
38283,494,222,272
38285,494,222,272
38361,500,222,278
38410,500,222,278
38447,500,222,278
38464,500,222,278
38511,501,222,279
38519,504,222,282
38570,507,223,284
38594,508,224,284
38625,511,225,286
38685,511,225,286
38923,512,225,287
39203,516,225,291
39240,519,225,294
39290,520,225,295
39310,524,225,299
39334,524,225,299
39353,524,225,299
39457,525,225,300
39571,526,225,301
39583,528,225,303
39754,528,225,303
39951,529,225,304
39972,532,226,306
40163,533,226,307
40207,533,226,307
40255,537,226,311
40375,537,226,311
40419,540,226,314
40773,540,226,314
40992,540,226,314
41034,540,226,314
41069,541,227,314
41163,541,227,314
41206,543,227,316
41258,544,227,317
41289,544,227,317
41369,545,227,318
41425,545,227,318
41437,545,227,318
41501,545,227,318
41581,547,229,318
41655,547,229,318
41690,549,230,319
41822,550,231,319
41877,551,232,319
42143,553,232,321
42297,553,232,321
42387,554,233,321
42556,554,233,321
42601,554,233,321
42634,554,233,321
42723,555,234,321
42967,555,234,321
42972,555,234,321
43213,556,234,322
43230,557,234,323
43287,557,234,323
43388,559,234,325
43410,559,234,325
43630,560,234,326
43709,560,234,326
43746,560,234,326
43789,562,235,327
43828,562,235,327
43867,563,236,327
43879,563,236,327
43890,563,236,327
44089,565,237,328
44167,567,239,328
44225,568,239,329
44268,568,239,329
44365,568,239,329
44469,570,239,331
44542,572,240,332
44577,572,240,332
44832,572,240,332
44851,572,240,332
44893,572,240,332
44933,572,240,332
44974,574,242,332
45016,576,242,334
45058,576,242,334
45063,577,242,335
45065,578,243,335
45102,578,243,335
45301,579,243,336
45311,579,243,336
45319,579,243,336
45325,583,245,338
45659,584,245,339
45729,585,245,340
45748,586,245,341
45804,586,245,341
45861,587,245,342
45915,589,245,344
45917,590,245,345
45936,592,246,346
46037,592,246,346
46155,595,246,349
46242,595,246,349
46254,596,246,350
46393,596,246,350
46451,598,246,352
46504,598,246,352
46557,598,246,352
46690,599,247,352
46984,601,247,354
46988,602,248,354
47209,603,248,355
47211,603,248,355
47255,604,248,356
47398,604,248,356
47458,604,248,356
47479,604,248,356
47708,605,249,356
47791,606,250,356
47988,608,250,358
48064,612,251,361
48354,614,252,362
48405,615,252,363
48412,616,252,364
48428,617,252,365
48450,620,252,368
48478,620,252,368
48651,620,252,368
48681,621,252,369
48843,622,253,369
48917,624,253,371
48949,624,253,371
49003,624,253,371
49055,624,253,371
49069,624,253,371
49112,625,254,371
49186,627,255,372
49346,627,255,372
49491,628,256,372
49581,628,256,372
49593,630,258,372
49641,633,258,375
49698,636,258,378
49762,636,258,378
49797,636,258,378
50066,636,258,378
50284,638,260,378
50297,641,260,381
50300,641,260,381
50354,641,260,381
50433,644,261,383
50501,645,262,383
50536,648,264,384
50589,648,264,384
50658,648,264,384
50713,650,264,386
50720,651,265,386
50722,651,265,386
50779,654,265,389
51012,655,265,390
51069,656,265,391
51074,657,265,392
51130,658,265,393
51252,659,266,393
51481,660,267,393
51488,662,267,395
51496,663,267,396
51497,664,268,396
51651,664,268,396
51722,664,268,396
51772,665,268,397
51904,667,269,398
52005,667,269,398
52016,667,269,398
52089,670,269,401
52103,671,269,402
52173,671,269,402
52234,671,269,402
52248,672,269,403
52334,673,270,403
52496,673,270,403
52598,678,270,408
52635,679,270,409
52816,680,270,410
52836,683,270,413
52871,684,270,414
53012,684,270,414
53057,685,271,414
53273,685,271,414
53426,688,273,415
53427,690,273,417
53481,690,273,417
53588,690,273,417
53653,693,276,417
53823,695,276,419
53826,700,278,422
53833,704,279,425
54047,705,279,426
54069,707,281,426
54219,708,281,427
54480,709,282,427
54782,715,284,431
54835,720,285,435
55052,722,286,436
55122,722,286,436
55153,727,288,439
55254,729,288,441
55256,729,288,441
56064,730,289,441
56223,731,289,442
56256,732,290,442
56457,734,290,444
56672,737,290,447
56837,739,290,449
56994,741,290,451
57260,743,291,452
57408,745,291,454
57535,746,292,454
57735,746,292,454
58129,747,292,455
58167,747,292,455
58325,749,294,455
58725,749,294,455
59286,750,294,456
59291,752,294,458
59311,753,294,459
59382,753,294,459
59984,754,294,460
60748,755,294,461
60779,756,294,462
61002,757,295,462
61233,757,295,462
61473,759,295,464
61504,761,296,465
62066,761,296,465
62414,761,296,465
62728,762,296,466
62819,764,297,467
62876,765,298,467
62998,765,298,467
63017,766,299,467
63717,768,300,468
63837,769,300,469
64403,770,301,469
64670,770,301,469
65201,774,301,473
65517,774,301,473
65542,774,301,473
65815,774,301,473
66295,775,301,474
66480,775,301,474
66672,776,301,475
66848,776,301,475
67449,777,302,475
67806,777,302,475
67945,779,302,477
68032,779,302,477
68505,784,304,480
68518,786,304,482
68574,787,305,482
68705,789,305,484
68781,791,305,486
68799,791,305,486
69831,791,305,486
69929,791,305,486
70073,792,305,487
70184,794,305,489
70698,794,305,489
70944,796,305,491
71014,796,305,491
71208,796,305,491
71685,796,305,491
71706,799,305,494
72161,800,306,494
72195,800,306,494
72334,802,307,495
72396,804,309,495
72514,804,309,495
72814,807,310,497
72991,808,310,498
73004,809,310,499
73150,811,311,500
73225,811,311,500
73407,812,312,500
73641,812,312,500
73753,814,313,501
74003,818,314,504
74059,820,314,506
74294,821,315,506
74317,830,315,515
74362,831,315,516
74391,831,315,516
74543,831,315,516
74709,831,315,516
74777,831,315,516
74778,832,315,517
74839,832,315,517
74961,835,317,518
75079,837,318,519
75141,838,318,520
75259,840,318,522
75391,840,318,522
75507,843,318,525
75562,844,318,526
75817,844,318,526
75916,845,318,527
75972,847,319,528
76019,848,319,529
76337,848,319,529
76381,851,320,531
76410,851,320,531
76827,852,320,532
76934,852,320,532
77333,852,320,532
77363,853,320,533
77517,854,320,534
77791,854,320,534
78052,855,320,535
78257,855,320,535
78402,855,320,535
78752,856,321,535
79038,856,321,535
79174,858,321,537
79192,858,321,537
79353,858,321,537
79394,863,321,542
79456,863,321,542
79519,863,321,542
79614,863,321,542
79758,864,321,543
79857,864,321,543
79960,864,321,543
80382,865,322,543
80459,867,322,545
80477,869,322,547
80517,870,322,548
80549,872,322,550
80927,876,322,554
81059,877,322,555
81161,878,322,556
81350,879,323,556
81606,882,323,559
81839,883,323,560
82123,884,323,561
82133,884,323,561
82194,884,323,561
82436,884,323,561
82501,885,324,561
82556,885,324,561
82617,885,324,561
82741,886,325,561
82800,887,326,561
82903,887,326,561
83033,887,326,561
83040,887,326,561
83099,888,326,562
83452,888,326,562
83461,889,326,563
83889,889,326,563
83946,889,326,563
84016,889,326,563
84030,892,326,566
84059,894,326,568
84243,894,326,568
84438,894,326,568
84496,896,326,570
84613,900,326,574
84684,901,327,574
84735,901,327,574
84854,901,327,574
84927,902,328,574
84988,903,328,575
85051,903,328,575
85119,904,329,575
85187,905,330,575
85475,906,330,576
85561,908,330,578
85691,908,330,578
85970,909,331,578
86073,909,331,578
86215,909,331,578
86650,911,333,578
86674,911,333,578
87550,912,333,579
88486,913,333,580
